trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,rep,response_mode,model,temperature,seed,letter,chose_gamble,raw,discarded,latency_s,ts_utc
621,10,gain,0,111,278,0.58,1.4526,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.579,2026-07-04T21:44:44+00:00
2269,37,mixed,151,151,252,0.68,1.1348,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.657,2026-07-04T21:44:45+00:00
2259,37,gain,0,151,252,0.68,1.1348,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.541,2026-07-04T21:44:46+00:00
1789,29,mixed,79,79,81,0.83,0.851,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.573,2026-07-04T21:44:46+00:00
2292,38,neutral,0,183,609,0.38,1.2646,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.654,2026-07-04T21:44:47+00:00
2120,35,gain,0,91,133,0.68,0.9938,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.662,2026-07-04T21:44:48+00:00
893,14,mixed,81,81,201,0.68,1.6874,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.758,2026-07-04T21:44:49+00:00
1898,31,gain,0,51,151,0.29,0.8586,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.639,2026-07-04T21:44:49+00:00
1470,24,gain,0,168,214,0.76,0.9681,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.551,2026-07-04T21:44:50+00:00
1443,24,neutral,0,168,214,0.76,0.9681,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.496,2026-07-04T21:44:50+00:00
940,15,mixed,82,82,113,0.74,1.0198,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.551,2026-07-04T21:44:51+00:00
1140,19,neutral,0,64,122,0.49,0.9341,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.278,2026-07-04T21:44:52+00:00
1767,29,gain,0,79,81,0.83,0.851,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.66,2026-07-04T21:44:53+00:00
1846,30,mixed,149,149,447,0.26,0.78,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.651,2026-07-04T21:44:55+00:00
1459,24,neutral,0,168,214,0.76,0.9681,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.58,2026-07-04T21:44:56+00:00
1115,18,gain,0,41,61,0.58,0.8629,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.428,2026-07-04T21:44:57+00:00
506,8,gain,0,62,263,0.33,1.3998,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.919,2026-07-04T21:44:58+00:00
293,4,mixed,29,29,71,0.55,1.3466,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.585,2026-07-04T21:44:59+00:00
1920,32,neutral,0,131,236,0.57,1.0269,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.565,2026-07-04T21:44:59+00:00
847,14,neutral,0,81,201,0.68,1.6874,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.627,2026-07-04T21:45:00+00:00
624,10,gain,0,111,278,0.58,1.4526,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.538,2026-07-04T21:45:01+00:00
1747,29,neutral,0,79,81,0.83,0.851,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.579,2026-07-04T21:45:01+00:00
2415,7,dominant,0,63,84,1.0,1.3333,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.662,2026-07-04T21:45:02+00:00
325,5,gain,0,162,381,0.46,1.0819,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.65,2026-07-04T21:45:03+00:00
1587,26,gain,0,59,151,0.36,0.9214,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.877,2026-07-04T21:45:03+00:00
0,0,neutral,0,186,984,0.26,1.3755,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.658,2026-07-04T21:45:04+00:00
1539,25,gain,0,124,207,0.76,1.2687,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.762,2026-07-04T21:45:05+00:00
1446,24,neutral,0,168,214,0.76,0.9681,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.511,2026-07-04T21:45:06+00:00
2155,35,mixed,91,91,133,0.68,0.9938,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.706,2026-07-04T21:45:06+00:00
578,9,gain,0,49,153,0.26,0.8118,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.588,2026-07-04T21:45:07+00:00
167,2,mixed,162,162,661,0.26,1.0609,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.74,2026-07-04T21:45:08+00:00
1044,17,gain,0,117,362,0.42,1.2995,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.551,2026-07-04T21:45:08+00:00
1557,25,mixed,124,124,207,0.76,1.2687,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.751,2026-07-04T21:45:09+00:00
480,8,neutral,0,62,263,0.33,1.3998,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.702,2026-07-04T21:45:10+00:00
1286,21,gain,0,106,206,0.73,1.4187,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.767,2026-07-04T21:45:11+00:00
2342,39,neutral,0,178,567,0.32,1.0193,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.536,2026-07-04T21:45:11+00:00
2098,34,mixed,52,52,96,0.63,1.1631,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.547,2026-07-04T21:45:12+00:00
2418,9,dominant,0,49,68,1.0,1.3878,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.661,2026-07-04T21:45:13+00:00
1781,29,mixed,79,79,81,0.83,0.851,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.557,2026-07-04T21:45:13+00:00
307,5,neutral,0,162,381,0.46,1.0819,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.625,2026-07-04T21:45:14+00:00
930,15,gain,0,82,113,0.74,1.0198,2,False,0,text,claude-haiku-4-5-20251001,1.0,42,A,1,A,0,0.699,2026-07-04T21:45:15+00:00
2161,36,neutral,0,98,227,0.47,1.0887,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.963,2026-07-04T21:45:16+00:00
531,8,mixed,62,62,263,0.33,1.3998,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.561,2026-07-04T21:45:16+00:00
2243,37,gain,0,151,252,0.68,1.1348,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.837,2026-07-04T21:45:17+00:00
1935,32,neutral,0,131,236,0.57,1.0269,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.687,2026-07-04T21:45:18+00:00
1512,25,neutral,0,124,207,0.76,1.2687,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.764,2026-07-04T21:45:19+00:00
1189,19,mixed,64,64,122,0.49,0.9341,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.561,2026-07-04T21:45:19+00:00
322,5,gain,0,162,381,0.46,1.0819,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.841,2026-07-04T21:45:21+00:00
1222,20,gain,0,186,266,0.63,0.901,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.616,2026-07-04T21:45:22+00:00
939,15,gain,0,82,113,0.74,1.0198,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.638,2026-07-04T21:45:23+00:00
2402,1,dominant,0,58,106,1.0,1.8276,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.543,2026-07-04T21:45:23+00:00
2214,36,mixed,98,98,227,0.47,1.0887,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.803,2026-07-04T21:45:24+00:00
1434,23,mixed,91,91,626,0.23,1.5822,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.02,2026-07-04T21:45:25+00:00
505,8,gain,0,62,263,0.33,1.3998,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.543,2026-07-04T21:45:26+00:00
2086,34,mixed,52,52,96,0.63,1.1631,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.585,2026-07-04T21:45:27+00:00
2386,39,mixed,178,178,567,0.32,1.0193,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.576,2026-07-04T21:45:27+00:00
1928,32,neutral,0,131,236,0.57,1.0269,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.84,2026-07-04T21:45:28+00:00
1346,22,gain,0,81,163,0.72,1.4489,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.548,2026-07-04T21:45:29+00:00
841,14,neutral,0,81,201,0.68,1.6874,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.523,2026-07-04T21:45:29+00:00
681,11,gain,0,54,68,0.81,1.02,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.631,2026-07-04T21:45:30+00:00
724,12,neutral,0,164,541,0.38,1.2535,1,True,0,text,claude-haiku-4-5-20251001,1.0,42,B,1,B,0,0.555,2026-07-04T21:45:31+00:00
2123,35,gain,0,91,133,0.68,0.9938,0,False,1,text,claude-haiku-4-5-20251001,1.0,42,A,1,A,0,0.543,2026-07-04T21:45:31+00:00
2429,14,dominant,0,81,123,1.0,1.5185,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.55,2026-07-04T21:45:32+00:00
2102,35,neutral,0,91,133,0.68,0.9938,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.599,2026-07-04T21:45:32+00:00
202,3,gain,0,46,158,0.33,1.1335,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.625,2026-07-04T21:45:33+00:00
1938,32,neutral,0,131,236,0.57,1.0269,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.657,2026-07-04T21:45:34+00:00
408,6,mixed,94,94,101,0.71,0.7629,2,True,0,text,claude-haiku-4-5-20251001,1.0,42,A,0,A,0,1.474,2026-07-04T21:45:35+00:00
2308,38,gain,0,183,609,0.38,1.2646,2,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.684,2026-07-04T21:45:36+00:00
2231,37,neutral,0,151,252,0.68,1.1348,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.91,2026-07-04T21:45:37+00:00
160,2,mixed,162,162,661,0.26,1.0609,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.609,2026-07-04T21:45:38+00:00
813,13,gain,0,72,88,0.64,0.7822,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.632,2026-07-04T21:45:38+00:00
2371,39,gain,0,178,567,0.32,1.0193,2,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,1.181,2026-07-04T21:45:40+00:00
518,8,gain,0,62,263,0.33,1.3998,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.56,2026-07-04T21:45:40+00:00
1492,24,mixed,168,168,214,0.76,0.9681,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.547,2026-07-04T21:45:41+00:00
1799,29,mixed,79,79,81,0.83,0.851,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.649,2026-07-04T21:45:42+00:00
702,11,mixed,54,54,68,0.81,1.02,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.695,2026-07-04T21:45:42+00:00
854,14,neutral,0,81,201,0.68,1.6874,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.535,2026-07-04T21:45:43+00:00
502,8,gain,0,62,263,0.33,1.3998,0,False,0,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.455,2026-07-04T21:45:43+00:00
1932,32,neutral,0,131,236,0.57,1.0269,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.601,2026-07-04T21:45:44+00:00
595,9,mixed,49,49,153,0.26,0.8118,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.655,2026-07-04T21:45:45+00:00
2447,23,dominant,0,91,109,1.0,1.1978,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.58,2026-07-04T21:45:45+00:00
261,4,gain,0,29,71,0.55,1.3466,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.083,2026-07-04T21:45:47+00:00
1695,28,neutral,0,132,181,0.76,1.0421,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.739,2026-07-04T21:45:47+00:00
79,1,neutral,0,58,116,0.66,1.32,4,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.504,2026-07-04T21:45:48+00:00
985,16,gain,0,139,234,0.6,1.0101,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.595,2026-07-04T21:45:49+00:00
1546,25,mixed,124,124,207,0.76,1.2687,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.629,2026-07-04T21:45:49+00:00
1840,30,mixed,149,149,447,0.26,0.78,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.089,2026-07-04T21:45:50+00:00
678,11,neutral,0,54,68,0.81,1.02,4,False,0,text,claude-haiku-4-5-20251001,1.0,42,A,1,A,0,0.535,2026-07-04T21:45:51+00:00
1052,17,gain,0,117,362,0.42,1.2995,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.572,2026-07-04T21:45:52+00:00
726,12,neutral,0,164,541,0.38,1.2535,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.871,2026-07-04T21:45:53+00:00
2040,34,neutral,0,52,96,0.63,1.1631,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.545,2026-07-04T21:45:53+00:00
355,5,mixed,162,162,381,0.46,1.0819,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.672,2026-07-04T21:45:54+00:00
23,0,gain,0,186,984,0.26,1.3755,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.553,2026-07-04T21:45:54+00:00
933,15,gain,0,82,113,0.74,1.0198,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.604,2026-07-04T21:45:55+00:00
647,10,mixed,111,111,278,0.58,1.4526,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.706,2026-07-04T21:45:56+00:00
770,12,mixed,164,164,541,0.38,1.2535,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.661,2026-07-04T21:45:57+00:00
7,0,neutral,0,186,984,0.26,1.3755,1,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.514,2026-07-04T21:45:57+00:00
1692,28,neutral,0,132,181,0.76,1.0421,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.557,2026-07-04T21:45:58+00:00
736,12,neutral,0,164,541,0.38,1.2535,4,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.719,2026-07-04T21:45:59+00:00
1142,19,neutral,0,64,122,0.49,0.9341,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.639,2026-07-04T21:45:59+00:00
1467,24,gain,0,168,214,0.76,0.9681,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.635,2026-07-04T21:46:00+00:00
807,13,gain,0,72,88,0.64,0.7822,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.692,2026-07-04T21:46:01+00:00
747,12,gain,0,164,541,0.38,1.2535,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.685,2026-07-04T21:46:01+00:00
423,7,neutral,0,63,98,0.64,0.9956,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.142,2026-07-04T21:46:03+00:00
394,6,gain,0,94,101,0.71,0.7629,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.564,2026-07-04T21:46:03+00:00
1406,23,gain,0,91,626,0.23,1.5822,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.561,2026-07-04T21:46:04+00:00
1477,24,gain,0,168,214,0.76,0.9681,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.546,2026-07-04T21:46:05+00:00
119,1,mixed,58,58,116,0.66,1.32,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.611,2026-07-04T21:46:05+00:00
464,7,mixed,63,63,98,0.64,0.9956,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.594,2026-07-04T21:46:06+00:00
827,13,mixed,72,72,88,0.64,0.7822,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.277,2026-07-04T21:46:07+00:00
2461,30,dominant,0,149,163,1.0,1.094,4,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.581,2026-07-04T21:46:08+00:00
1784,29,mixed,79,79,81,0.83,0.851,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.614,2026-07-04T21:46:08+00:00
331,5,gain,0,162,381,0.46,1.0819,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.702,2026-07-04T21:46:09+00:00
121,2,neutral,0,162,661,0.26,1.0609,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.563,2026-07-04T21:46:10+00:00
2126,35,gain,0,91,133,0.68,0.9938,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.552,2026-07-04T21:46:10+00:00
603,10,neutral,0,111,278,0.58,1.4526,0,False,1,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.431,2026-07-04T21:46:11+00:00
2334,38,mixed,183,183,609,0.38,1.2646,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.553,2026-07-04T21:46:12+00:00
1827,30,gain,0,149,447,0.26,0.78,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.614,2026-07-04T21:46:12+00:00
1391,23,neutral,0,91,626,0.23,1.5822,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.66,2026-07-04T21:46:14+00:00
1510,25,neutral,0,124,207,0.76,1.2687,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.952,2026-07-04T21:46:15+00:00
1973,32,mixed,131,131,236,0.57,1.0269,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.76,2026-07-04T21:46:16+00:00
2119,35,neutral,0,91,133,0.68,0.9938,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.277,2026-07-04T21:46:17+00:00
1412,23,gain,0,91,626,0.23,1.5822,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.827,2026-07-04T21:46:19+00:00
1521,25,gain,0,124,207,0.76,1.2687,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.679,2026-07-04T21:46:20+00:00
246,4,neutral,0,29,71,0.55,1.3466,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.551,2026-07-04T21:46:20+00:00
1315,21,mixed,106,106,206,0.73,1.4187,3,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.597,2026-07-04T21:46:21+00:00
585,9,mixed,49,49,153,0.26,0.8118,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.068,2026-07-04T21:46:22+00:00
492,8,neutral,0,62,263,0.33,1.3998,3,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.985,2026-07-04T21:46:23+00:00
363,6,neutral,0,94,101,0.71,0.7629,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.572,2026-07-04T21:46:24+00:00
85,1,gain,0,58,116,0.66,1.32,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.557,2026-07-04T21:46:24+00:00
1041,17,gain,0,117,362,0.42,1.2995,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,1.137,2026-07-04T21:46:26+00:00
1651,27,gain,0,166,433,0.53,1.3825,2,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,1.486,2026-07-04T21:46:27+00:00
2290,38,neutral,0,183,609,0.38,1.2646,2,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.566,2026-07-04T21:46:28+00:00
613,10,neutral,0,111,278,0.58,1.4526,3,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.793,2026-07-04T21:46:29+00:00
365,6,neutral,0,94,101,0.71,0.7629,1,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.545,2026-07-04T21:46:29+00:00
2180,36,gain,0,98,227,0.47,1.0887,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.689,2026-07-04T21:46:30+00:00
1186,19,mixed,64,64,122,0.49,0.9341,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.912,2026-07-04T21:46:31+00:00
918,15,neutral,0,82,113,0.74,1.0198,4,False,0,text,claude-haiku-4-5-20251001,1.0,42,A,1,A,0,0.556,2026-07-04T21:46:32+00:00
1183,19,mixed,64,64,122,0.49,0.9341,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.595,2026-07-04T21:46:32+00:00
1494,24,mixed,168,168,214,0.76,0.9681,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.51,2026-07-04T21:46:34+00:00
1463,24,gain,0,168,214,0.76,0.9681,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.589,2026-07-04T21:46:34+00:00
62,1,neutral,0,58,116,0.66,1.32,0,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.661,2026-07-04T21:46:35+00:00
1154,19,neutral,0,64,122,0.49,0.9341,3,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.596,2026-07-04T21:46:36+00:00
663,11,neutral,0,54,68,0.81,1.02,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,A,1,{'choice': 'A'},0,0.819,2026-07-04T21:46:37+00:00
1277,21,neutral,0,106,206,0.73,1.4187,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.557,2026-07-04T21:46:37+00:00
309,5,neutral,0,162,381,0.46,1.0819,2,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.6,2026-07-04T21:46:38+00:00
804,13,gain,0,72,88,0.64,0.7822,1,True,0,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.508,2026-07-04T21:46:39+00:00
1887,31,gain,0,51,151,0.29,0.8586,1,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.863,2026-07-04T21:46:39+00:00
2226,37,neutral,0,151,252,0.68,1.1348,1,False,0,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,1.479,2026-07-04T21:46:41+00:00
1262,21,neutral,0,106,206,0.73,1.4187,0,False,0,text,claude-haiku-4-5-20251001,1.0,42,B,0,B,0,0.561,2026-07-04T21:46:42+00:00
1,0,neutral,0,186,984,0.26,1.3755,0,True,1,tool,claude-haiku-4-5-20251001,1.0,42,A,0,{'choice': 'A'},0,0.57,2026-07-04T21:46:42+00:00
1903,31,mixed,51,51,151,0.29,0.8586,0,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.54,2026-07-04T21:46:43+00:00
2100,35,neutral,0,91,133,0.68,0.9938,0,True,0,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.543,2026-07-04T21:46:43+00:00
2137,35,gain,0,91,133,0.68,0.9938,4,True,1,tool,claude-haiku-4-5-20251001,1.0,42,B,1,{'choice': 'B'},0,0.669,2026-07-04T21:46:44+00:00
2079,34,gain,0,52,96,0.63,1.1631,4,False,1,tool,claude-haiku-4-5-20251001,1.0,42,B,0,{'choice': 'B'},0,0.507,2026-07-04T21:46:45+00:00
