instrument,trial_id,gamble_id,frame,anchor,sure,hi,p,ev_ratio,template_id,safe_first,gamble_letter,model,fmt,induce,p_gamble,ab_mass,excluded,note
p2,837,27,mixed,166,166,433,0.53,1.3825,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.23511,0.93014,0,massA=0.219 massB=0.711
p2,942,31,gain,0,51,151,0.29,0.8586,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.36479,0.93227,0,massA=0.592 massB=0.34
p2,412,13,mixed,72,72,88,0.64,0.7822,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.28617,0.93601,0,massA=0.668 massB=0.268
p2,325,10,mixed,111,111,278,0.58,1.4526,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69595,0.94993,0,massA=0.661 massB=0.289
p2,1003,33,gain,0,142,446,0.53,1.6646,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.31911,0.92433,0,massA=0.295 massB=0.629
p2,847,28,neutral,0,132,181,0.76,1.0421,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.82894,0.96832,0,massA=0.803 massB=0.166
p2,112,3,mixed,46,46,158,0.33,1.1335,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.44747,0.93581,0,massA=0.517 massB=0.419
p2,926,30,mixed,149,149,447,0.26,0.78,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43591,0.92928,0,massA=0.524 massB=0.405
p2,913,30,gain,0,149,447,0.26,0.78,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.20817,0.93413,0,massA=0.194 massB=0.74
p2,281,9,gain,0,49,153,0.26,0.8118,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.17895,0.86897,0,massA=0.156 massB=0.713
p2,1251,25,dominant,0,124,182,1.0,1.4677,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.89661,0.94276,0,massA=0.845 massB=0.0975
p2,523,17,gain,0,117,362,0.42,1.2995,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.20561,0.93437,0,massA=0.192 massB=0.742
p2,196,6,gain,0,94,101,0.71,0.7629,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75636,0.87992,0,massA=0.214 massB=0.666
p2,1121,37,gain,0,151,252,0.68,1.1348,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.32423,0.84132,0,massA=0.273 massB=0.569
p2,673,22,gain,0,81,163,0.72,1.4489,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.36295,0.91232,0,massA=0.331 massB=0.581
p2,775,25,mixed,124,124,207,0.76,1.2687,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.6976,0.9487,0,massA=0.662 massB=0.287
p2,1021,34,neutral,0,52,96,0.63,1.1631,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.3812,0.86154,0,massA=0.328 massB=0.533
p2,903,30,neutral,0,149,447,0.26,0.78,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.29258,0.93976,0,massA=0.275 massB=0.665
p2,1067,35,gain,0,91,133,0.68,0.9938,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.21867,0.89295,0,massA=0.195 massB=0.698
p2,1056,35,neutral,0,91,133,0.68,0.9938,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.95549,0.95131,0,massA=0.0423 massB=0.909
p2,820,27,gain,0,166,433,0.53,1.3825,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.65491,0.85362,0,massA=0.295 massB=0.559
p2,86,2,mixed,162,162,661,0.26,1.0609,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.53705,0.94239,0,massA=0.436 massB=0.506
p2,334,11,neutral,0,54,68,0.81,1.02,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.79053,0.95782,0,massA=0.201 massB=0.757
p2,102,3,gain,0,46,158,0.33,1.1335,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43976,0.93602,0,massA=0.524 massB=0.412
p2,1172,39,neutral,0,178,567,0.32,1.0193,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4883,0.93435,0,massA=0.478 massB=0.456
p2,205,6,mixed,94,94,101,0.71,0.7629,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.52341,0.94296,0,massA=0.494 massB=0.449
p2,898,29,mixed,79,79,81,0.83,0.851,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.61879,0.58769,0,massA=0.224 massB=0.364
p2,524,17,gain,0,117,362,0.42,1.2995,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.39983,0.95167,0,massA=0.571 massB=0.381
p2,738,24,gain,0,168,214,0.76,0.9681,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.7009,0.68269,0,massA=0.204 massB=0.479
p2,1099,36,gain,0,98,227,0.47,1.0887,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.18891,0.62653,0,massA=0.118 massB=0.508
p2,918,30,gain,0,149,447,0.26,0.78,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.70254,0.65521,0,massA=0.195 massB=0.46
p2,273,9,neutral,0,49,153,0.26,0.8118,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.36839,0.92373,0,massA=0.34 massB=0.583
p2,331,11,neutral,0,54,68,0.81,1.02,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.49802,0.85028,0,massA=0.423 massB=0.427
p2,500,16,mixed,139,139,234,0.6,1.0101,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.41112,0.85825,0,massA=0.505 massB=0.353
p2,28,0,mixed,186,186,984,0.26,1.3755,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.74983,0.66421,0,massA=0.166 massB=0.498
p2,440,14,mixed,81,81,201,0.68,1.6874,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.53705,0.86499,0,massA=0.4 massB=0.465
p2,411,13,mixed,72,72,88,0.64,0.7822,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.18476,0.86764,0,massA=0.16 massB=0.707
p2,750,25,neutral,0,124,207,0.76,1.2687,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.82105,0.87274,0,massA=0.156 massB=0.717
p2,642,21,gain,0,106,206,0.73,1.4187,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43784,0.91849,0,massA=0.516 massB=0.402
p2,1006,33,gain,0,142,446,0.53,1.6646,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.79566,0.89759,0,massA=0.183 massB=0.714
p2,944,31,gain,0,51,151,0.29,0.8586,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.32084,0.95386,0,massA=0.648 massB=0.306
p2,798,26,gain,0,59,151,0.36,0.9214,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.70254,0.68752,0,massA=0.205 massB=0.483
p2,774,25,mixed,124,124,207,0.76,1.2687,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55062,0.94707,0,massA=0.426 massB=0.521
p2,955,31,mixed,51,51,151,0.29,0.8586,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.45132,0.9319,0,massA=0.421 massB=0.511
p2,1071,35,mixed,91,91,133,0.68,0.9938,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.18359,0.87443,0,massA=0.161 massB=0.714
p2,972,32,gain,0,131,236,0.57,1.0269,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.56411,0.9262,0,massA=0.404 massB=0.522
p2,638,21,neutral,0,106,206,0.73,1.4187,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.89068,0.84518,0,massA=0.0924 massB=0.753
p2,236,7,mixed,63,63,98,0.64,0.9956,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.62978,0.93584,0,massA=0.346 massB=0.589
p2,336,11,neutral,0,54,68,0.81,1.02,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.82671,0.94042,0,massA=0.163 massB=0.777
p2,768,25,gain,0,124,207,0.76,1.2687,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.7454,0.7182,0,massA=0.183 massB=0.535
p2,228,7,gain,0,63,98,0.64,0.9956,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66368,0.59504,0,massA=0.2 massB=0.395
p2,579,19,neutral,0,64,122,0.49,0.9341,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.23792,0.64391,0,massA=0.153 massB=0.491
p2,145,4,mixed,29,29,71,0.55,1.3466,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.60205,0.94983,0,massA=0.572 massB=0.378
p2,1273,36,dominant,0,98,155,1.0,1.5816,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43205,0.82132,0,massA=0.355 massB=0.466
p2,199,6,gain,0,94,101,0.71,0.7629,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.34863,0.59662,0,massA=0.208 massB=0.389
p2,907,30,neutral,0,149,447,0.26,0.78,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.28457,0.9534,0,massA=0.271 massB=0.682
p2,369,12,neutral,0,164,541,0.38,1.2535,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.37021,0.58405,0,massA=0.216 massB=0.368
p2,95,3,neutral,0,46,158,0.33,1.1335,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.79052,0.96249,0,massA=0.761 massB=0.202
p2,1085,36,neutral,0,98,227,0.47,1.0887,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.80805,0.95539,0,massA=0.772 massB=0.183
p2,842,28,neutral,0,132,181,0.76,1.0421,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.67234,0.94114,0,massA=0.308 massB=0.633
p2,320,10,mixed,111,111,278,0.58,1.4526,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.4727,0.87192,0,massA=0.46 massB=0.412
p2,917,30,gain,0,149,447,0.26,0.78,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.03677,0.93185,0,massA=0.0343 massB=0.898
p2,169,5,gain,0,162,381,0.46,1.0819,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.32337,0.58334,0,massA=0.189 massB=0.395
p2,165,5,gain,0,162,381,0.46,1.0819,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.76347,0.93916,0,massA=0.717 massB=0.222
p2,298,9,mixed,49,49,153,0.26,0.8118,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.74243,0.69786,0,massA=0.18 massB=0.518
p2,486,16,neutral,0,139,234,0.6,1.0101,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.89589,0.94583,0,massA=0.0985 massB=0.847
p2,650,21,mixed,106,106,206,0.73,1.4187,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.39421,0.88588,0,massA=0.537 massB=0.349
p2,13,0,gain,0,186,984,0.26,1.3755,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25385,0.92841,0,massA=0.236 massB=0.693
p2,797,26,gain,0,59,151,0.36,0.9214,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.12984,0.90776,0,massA=0.118 massB=0.79
p2,300,10,neutral,0,111,278,0.58,1.4526,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.76066,0.83455,0,massA=0.2 massB=0.635
p2,179,5,mixed,162,162,381,0.46,1.0819,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.31236,0.687,0,massA=0.215 massB=0.472
p2,450,15,neutral,0,82,113,0.74,1.0198,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.83656,0.85848,0,massA=0.14 massB=0.718
p2,99,3,neutral,0,46,158,0.33,1.1335,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.26893,0.61946,0,massA=0.167 massB=0.453
p2,391,13,neutral,0,72,88,0.64,0.7822,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.44165,0.86152,0,massA=0.38 massB=0.481
p2,1066,35,gain,0,91,133,0.68,0.9938,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.71701,0.89035,0,massA=0.252 massB=0.638
p2,472,15,mixed,82,82,113,0.74,1.0198,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.41301,0.94323,0,massA=0.554 massB=0.39
p2,1214,7,dominant,0,63,81,1.0,1.2857,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.84183,0.94795,0,massA=0.15 massB=0.798
p2,248,8,neutral,0,62,263,0.33,1.3998,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66889,0.73116,0,massA=0.242 massB=0.489
p2,1271,35,dominant,0,91,107,1.0,1.1758,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.85342,0.96195,0,massA=0.821 massB=0.141
p2,451,15,neutral,0,82,113,0.74,1.0198,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.44937,0.85696,0,massA=0.385 massB=0.472
p2,174,5,mixed,162,162,381,0.46,1.0819,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.52927,0.94463,0,massA=0.445 massB=0.5
p2,878,29,neutral,0,79,81,0.83,0.851,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.79311,0.75444,0,massA=0.156 massB=0.598
p2,373,12,gain,0,164,541,0.38,1.2535,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25831,0.9229,0,massA=0.238 massB=0.685
p2,508,16,mixed,139,139,234,0.6,1.0101,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.73641,0.62862,0,massA=0.166 massB=0.463
p2,1180,39,gain,0,178,567,0.32,1.0193,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.55062,0.85093,0,massA=0.382 massB=0.469
p2,1249,24,dominant,0,168,180,1.0,1.0714,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.90018,0.95606,0,massA=0.861 massB=0.0954
p2,36,1,neutral,0,58,116,0.66,1.32,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.91993,0.94497,0,massA=0.0757 massB=0.869
p2,931,31,neutral,0,51,151,0.29,0.8586,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.31572,0.85441,0,massA=0.27 massB=0.585
p2,134,4,gain,0,29,71,0.55,1.3466,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.45715,0.95183,0,massA=0.517 massB=0.435
p2,543,18,neutral,0,41,61,0.58,0.8629,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.6424,0.90337,0,massA=0.58 massB=0.323
p2,613,20,gain,0,186,266,0.63,0.901,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.35219,0.92141,0,massA=0.325 massB=0.597
p2,1179,39,neutral,0,178,567,0.32,1.0193,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.32938,0.60199,0,massA=0.198 massB=0.404
p2,693,23,neutral,0,91,626,0.23,1.5822,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.24076,0.93224,0,massA=0.224 massB=0.708
p2,1052,35,neutral,0,91,133,0.68,0.9938,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.7649,0.93714,0,massA=0.22 massB=0.717
p2,883,29,gain,0,79,81,0.83,0.851,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.31572,0.92348,0,massA=0.292 massB=0.632
p2,691,23,neutral,0,91,626,0.23,1.5822,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25981,0.87753,0,massA=0.228 massB=0.65
p2,784,26,neutral,0,59,151,0.36,0.9214,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.7578,0.96609,0,massA=0.234 massB=0.732
p2,164,5,gain,0,162,381,0.46,1.0819,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.42825,0.94283,0,massA=0.539 massB=0.404
p2,176,5,mixed,162,162,381,0.46,1.0819,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.58321,0.93558,0,massA=0.39 massB=0.546
p2,303,10,neutral,0,111,278,0.58,1.4526,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48045,0.90922,0,massA=0.437 massB=0.472
p2,893,29,mixed,79,79,81,0.83,0.851,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47852,0.93203,0,massA=0.446 massB=0.486
p2,479,15,mixed,82,82,113,0.74,1.0198,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.29259,0.70234,0,massA=0.205 massB=0.497
p2,125,4,neutral,0,29,71,0.55,1.3466,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.89624,0.96161,0,massA=0.862 massB=0.0998
p2,161,5,gain,0,162,381,0.46,1.0819,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.26893,0.85797,0,massA=0.231 massB=0.627
p2,107,3,gain,0,46,158,0.33,1.1335,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.18713,0.90833,0,massA=0.17 massB=0.738
p2,1171,39,neutral,0,178,567,0.32,1.0193,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.46294,0.87857,0,massA=0.407 massB=0.472
p2,633,21,neutral,0,106,206,0.73,1.4187,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75053,0.90093,0,massA=0.676 massB=0.225
p2,619,20,gain,0,186,266,0.63,0.901,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.47072,0.55268,0,massA=0.26 massB=0.293
p2,724,24,neutral,0,168,214,0.76,0.9681,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.84131,0.95647,0,massA=0.152 massB=0.805
p2,964,32,neutral,0,131,236,0.57,1.0269,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.82559,0.95856,0,massA=0.167 massB=0.791
p2,535,17,mixed,117,117,362,0.42,1.2995,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.60579,0.9449,0,massA=0.572 massB=0.372
p2,1247,23,dominant,0,91,132,1.0,1.4505,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.88914,0.60529,0,massA=0.538 massB=0.0671
p2,1237,18,dominant,0,41,88,1.0,2.1463,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.44745,0.78657,0,massA=0.352 massB=0.435
p2,1015,33,mixed,142,142,446,0.53,1.6646,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.69263,0.94733,0,massA=0.656 massB=0.291
p2,905,30,neutral,0,149,447,0.26,0.78,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.76205,0.96372,0,massA=0.734 massB=0.229
p2,261,8,mixed,62,62,263,0.33,1.3998,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.22815,0.83681,0,massA=0.191 massB=0.646
p2,602,20,neutral,0,186,266,0.63,0.901,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.58701,0.92686,0,massA=0.383 massB=0.544
p2,1230,15,dominant,0,82,114,1.0,1.3902,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.86339,0.93872,0,massA=0.128 massB=0.81
p2,965,32,neutral,0,131,236,0.57,1.0269,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.91789,0.96073,0,massA=0.882 massB=0.0789
p2,808,26,mixed,59,59,151,0.36,0.9214,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.74392,0.70562,0,massA=0.181 massB=0.525
p2,679,22,gain,0,81,163,0.72,1.4489,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.49998,0.52555,0,massA=0.263 massB=0.263
p2,830,27,mixed,166,166,433,0.53,1.3825,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.54093,0.88751,0,massA=0.407 massB=0.48
p2,753,25,neutral,0,124,207,0.76,1.2687,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.6261,0.91948,0,massA=0.576 massB=0.344
p2,655,21,mixed,106,106,206,0.73,1.4187,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.72797,0.95268,0,massA=0.694 massB=0.259
p2,84,2,mixed,162,162,661,0.26,1.0609,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.48049,0.9509,0,massA=0.494 massB=0.457
p2,1234,17,dominant,0,117,129,1.0,1.1026,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.63703,0.84691,0,massA=0.307 massB=0.54
p2,242,8,neutral,0,62,263,0.33,1.3998,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50783,0.92737,0,massA=0.456 massB=0.471
p2,1228,14,dominant,0,81,135,1.0,1.6667,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.80502,0.93587,0,massA=0.182 massB=0.753
p2,78,2,gain,0,162,661,0.26,1.0609,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.60767,0.61717,0,massA=0.242 massB=0.375
p2,504,16,mixed,139,139,234,0.6,1.0101,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.50196,0.94249,0,massA=0.469 massB=0.473
p2,823,27,gain,0,166,433,0.53,1.3825,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.45325,0.91793,0,massA=0.416 massB=0.502
p2,167,5,gain,0,162,381,0.46,1.0819,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.12549,0.90322,0,massA=0.113 massB=0.79
p2,873,29,neutral,0,79,81,0.83,0.851,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.70414,0.90651,0,massA=0.638 massB=0.268
p2,814,27,neutral,0,166,433,0.53,1.3825,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.7649,0.94916,0,massA=0.223 massB=0.726
p2,729,24,neutral,0,168,214,0.76,0.9681,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.66016,0.50491,0,massA=0.333 massB=0.172
p2,606,20,neutral,0,186,266,0.63,0.901,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.87956,0.9389,0,massA=0.113 massB=0.826
p2,562,18,mixed,41,41,61,0.58,0.8629,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.34335,0.9235,0,massA=0.606 massB=0.317
p2,547,18,neutral,0,41,61,0.58,0.8629,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.71223,0.95932,0,massA=0.683 massB=0.276
p2,1029,34,neutral,0,52,96,0.63,1.1631,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43013,0.5652,0,massA=0.243 massB=0.322
p2,461,15,gain,0,82,113,0.74,1.0198,0,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.30238,0.87193,0,massA=0.264 massB=0.608
p2,140,4,mixed,29,29,71,0.55,1.3466,0,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43591,0.86841,0,massA=0.49 massB=0.379
p2,223,7,gain,0,63,98,0.64,0.9956,1,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.34157,0.92192,0,massA=0.315 massB=0.607
p2,966,32,neutral,0,131,236,0.57,1.0269,3,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.89219,0.95075,0,massA=0.103 massB=0.848
p2,614,20,gain,0,186,266,0.63,0.901,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.43784,0.95053,0,massA=0.534 massB=0.416
p2,367,12,neutral,0,164,541,0.38,1.2535,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.5039,0.95782,0,massA=0.483 massB=0.475
p2,439,14,gain,0,81,201,0.68,1.6874,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.36205,0.58173,0,massA=0.211 massB=0.371
p2,358,11,mixed,54,54,68,0.81,1.02,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.68848,0.62199,0,massA=0.194 massB=0.428
p2,569,18,mixed,41,41,61,0.58,0.8629,4,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.20181,0.71805,0,massA=0.145 massB=0.573
p2,1125,37,gain,0,151,252,0.68,1.1348,2,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.87146,0.93878,0,massA=0.818 massB=0.121
p2,874,29,neutral,0,79,81,0.83,0.851,2,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.75492,0.95646,0,massA=0.234 massB=0.722
p2,157,5,neutral,0,162,381,0.46,1.0819,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.57367,0.95452,0,massA=0.548 massB=0.407
p2,1142,38,neutral,0,183,609,0.38,1.2646,1,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.45716,0.92974,0,massA=0.505 massB=0.425
p2,188,6,neutral,0,94,101,0.71,0.7629,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.8876,0.82131,0,massA=0.0923 massB=0.729
p2,327,10,mixed,111,111,278,0.58,1.4526,3,False,A,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.25832,0.92259,0,massA=0.238 massB=0.684
p2,838,27,mixed,166,166,433,0.53,1.3825,4,True,B,allenai/OLMo-2-1124-7B-SFT,fewshot,riskneutral,0.81287,0.69834,0,massA=0.131 massB=0.568
